id,name,name_cn,level,region,country,phone,fax,supervisor,principal,gender,finance_type,district,address_en,address_cn,session_type,school_type
1656,Georgetown Primary School,喬治城小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1657,Georgia Primary School,喬治亞小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1658,Gibson Primary School,吉布森小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2044,Gifted Primary School,有天賦小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
797,Glenealy School,浸利亞小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1659,Glenwood Primary School,格倫伍德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
461,Global Primary,環球小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2045,Glorious Primary School,光榮小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1660,Golden Primary School,黃金小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1661,Golfview Primary School,高爾夫景觀小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1662,Goodwin Primary School,古德溫小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1663,Gordon Primary School,戈登小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1664,Goshen Primary School,歌珊小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
464,Grace Primary,恩典小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2046,Graceful Primary School,優美小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2047,Gracious Primary School,親切小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1665,Grandview Primary School,格蘭德維尤小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1666,Granite Primary School,花崗岩小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
465,Grantham Primary,皇仁小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
961,Grantham Primary,皇仁書院附屬小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2048,Grateful Primary School,感激小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2049,Great Primary School,偉大小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1667,Greenfield Primary School,格林菲爾德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1668,Greenwich Primary School,格林威治小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1669,Grenoble Primary School,格勒諾布爾小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1670,Greystone Primary School,格雷石小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1671,Grove Primary School,樹林小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1672,Gulf Primary School,海灣小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
962,HK Academy Primary,香港學院小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
466,HKAM Primary,港大附屬小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
467,HKASL Primary,香港美國學校小學部,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
963,HKASL Primary,香港美國學校小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
468,HKBSS Primary,香港盲人輔導會小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
469,HKCC Primary,香港基督教會小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
470,HKCT Primary,香港社區小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
964,HKCT Primary,香港社區書院小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
471,HKDSE Primary,香港中學文憑試小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
472,HKFYG Primary,香港青年協會小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
473,HKIE Primary,香港工業總會小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
474,HKMA Primary,香港數學奧林匹亞學校小學部,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
475,HKNC Primary,香港鄧族小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
476,HKSKH Primary,香港聖公會小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
477,HKSS Primary,香港特殊學校小學部,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
478,HKTK Primary,港九捐助小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
479,HLM Primary,聖母小學部,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1673,Hamilton Primary School,漢密爾頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1674,Hampshire Primary School,漢普郡小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1675,Hampton Primary School,漢普頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1676,Hanover Primary School,漢諾威小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1529,Happy Elementary School,快樂小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1512,Happy International School,快樂國際學校,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1677,Harbor Primary School,港口小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1678,Harding Primary School,哈丁小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1679,Hartford Primary School,哈特福德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1680,Harvard Primary School,哈佛小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1681,Hawthorne Primary School,霍桑小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1682,Hayward Primary School,海沃德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2050,Healthy Primary School,健康小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1683,Heather Primary School,石楠花小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
156,Heep Yunn Primary,協恩中學附屬小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2051,Helpful Primary School,樂於助人小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1684,Henderson Primary School,亨德森小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1685,Henrietta Primary School,亨麗埃塔小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1686,Henry Primary School,亨利小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1687,Heritage Primary School,遺產小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1688,Highland Primary School,高地小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1689,Hillcrest Primary School,希爾克雷斯特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1690,Hilton Primary School,希爾頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1691,Hobart Primary School,霍巴特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1692,Holland Primary School,荷蘭小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1693,Holliday Primary School,霍利迪小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1694,Holly Primary School,冬青小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1695,Holmes Primary School,福爾摩斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1696,Holt Primary School,霍爾特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
807,Holy Angels Primary School,聖天使小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
480,Holy Bee Primary,聖蜂小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
789,Holy Child Jesus Primary School,耶穌寶血小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
481,Holy Cross Primary,聖十字小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
482,Holy Family Primary,聖家小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
790,Holy Family Primary School,聖母訪親小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
160,Holy Innocents Primary,聖母小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
483,Holy Name Primary,聖名小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
484,Holy Spirit Primary,聖神小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
579,Holy Spirit School,聖神學校,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
485,Holy Trinity College Primary,聖三一小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
798,Holy Trinity College Primary,聖三一中學附屬小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
157,Holy Trinity Primary,三元培基小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2052,Honest Primary School,誠實小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1298,Hong Kong Government Primary,香港官立小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2053,Honorable Primary School,可敬小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2054,Hopeful Primary School,有希望小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1697,Houston Primary School,休斯頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1698,Howard Primary School,霍華德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1699,Hudson Primary School,哈德遜小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2055,Huge Primary School,巨大小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2056,Humane Primary School,人道小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2057,Humble Primary School,謙遜小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2058,Humorous Primary School,幽默小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1700,Huntington Primary School,亨廷頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1701,Hyde Primary School,海德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
486,ICA Primary,國際基督教小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
487,ICT Primary,資訊科技小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
489,IKC Primary,國際啟德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
488,Ida Primary School,亞利桑那小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2059,Ideal Primary School,理想小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
808,Immaculate Heart of Mary Primary,聖母無原罪小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2060,Impressive Primary School,令人印象深刻小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1702,Independence Primary School,獨立小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1703,Indiana Primary School,印第安納小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1704,Indigo Primary School,靛藍小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2061,Individual Primary School,個性小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2062,Industrious Primary School,勤奮小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1705,Innovation Primary School,創新小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1706,Inspiration Primary School,靈感小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2063,Inspiring Primary School,啟發靈感小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1707,Integrity Primary School,正直小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2064,Interesting Primary School,有趣小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
822,International Christian School,基督教國際學校,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1708,International Primary School,國際小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1709,Inverness Primary School,因弗內斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1710,Iowa Primary School,愛荷華小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1711,Irving Primary School,歐文人壽小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1712,Island Primary School,島嶼小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
490,Island School Primary,港島小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
965,Island School Primary,港島中學附屬小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1713,Ivanhoe Primary School,艾凡赫小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1714,Jackson Primary School,傑克遜小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1715,Jacobs Primary School,雅各布小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1716,Jamestown Primary School,詹姆斯敦小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
557,Japanese International School,日本國際學校,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1717,Jasmine Primary School,茉莉花小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1718,Jefferson Primary School,傑斐遜小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1719,Jersey Primary School,澤西小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1720,Jessie Primary School,傑西小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
491,Jockey Club Primary,賽馬會小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1721,Johnson Primary School,約翰遜小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1722,Johnston Primary School,莊臣小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1723,Jones Primary School,瓊斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1724,Jordan Primary School,喬丹小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1725,Joshua Primary School,約書亞小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2065,Joyful Primary School,喜悅小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1726,Judson Primary School,賈德森小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
492,KAI Primary,啟德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
495,KTS Primary,九龍塘小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
966,KTS Primary,九龍塘書院小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1727,Kalamazoo Primary School,卡拉馬祖小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1728,Kansas Primary School,堪薩斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1729,Kappa Primary School,卡帕小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1312,Kennedy Town Government Primary,堅尼地城官立小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1730,Keystone Primary School,基石小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
493,Kiangsu Primary,江蘇小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1731,Kimberly Primary School,金伯利小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1525,Kind International School,善良國際學校,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1518,Kind Primary School,善良小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1732,Kingston Primary School,金斯頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1733,Kirkland Primary School,柯克蘭小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2066,Knowledgeable Primary School,知識淵博小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1734,Knoxville Primary School,諾克斯維爾小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1299,Kowloon City Government Primary,九龍城官立小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
775,Kowloon Preparatory School,啟基學校,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
794,Kowloon Preparatory School,九龍學校,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
158,Kowloon Primary School,九龍小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1294,Kowloon Technical School Primary,九龍工業學校附屬小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
496,Kwai Chung Primary,葵涌小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
497,Kwun Tong Primary,觀塘小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
498,LCS Primary,喇沙書院小學部,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
155,La Salle Primary School,喇沙書院小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1735,Lafayette Primary School,拉斐特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1736,Lagrange Primary School,拉格朗日小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1737,Lancaster Primary School,蘭開斯特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1738,Landmark Primary School,地標小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1739,Langley Primary School,蘭利小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1740,Lansing Primary School,蘭辛小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1741,Laredo Primary School,拉雷多小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1742,Laurel Primary School,月桂樹小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1743,Lawrence Primary School,勞倫斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2067,Leader Primary School,領導者小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2068,Learned Primary School,有學問小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1744,Lebanon Primary School,黎巴嫩小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
499,Lee Primary,李兆基小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1745,Leicester Primary School,萊斯特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1746,Lennox Primary School,倫諾克斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
500,Leung Primary,梁文道上小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1747,Lewis Primary School,劉易斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1748,Lexington Primary School,列剋星敦小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
501,Liam Primary,浸信會呂明才小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
967,Liam Primary,浸信會呂明才中學附屬小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1749,Liberty Primary School,自由小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2069,Likable Primary School,可愛小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1750,Lincoln Primary School,林肯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1751,Linden Primary School,菩提樹小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1752,Lindsey Primary School,林賽小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
502,Lingnan Primary,嶺南小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
503,Liu Primary,劉備小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2070,Lively Primary School,生動小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1753,Livingston Primary School,利文斯頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1754,Loch Primary School,洛赫小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
504,Lock Primary,樂善堂小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1755,Lockhart Primary School,洛克哈特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
505,Loewe Primary,路德會小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1756,Logan Primary School,洛根小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
506,Lok Primary,路德會呂明才小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
968,Lok Primary,路德會呂明才中學小學部,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1757,Lombard Primary School,隆巴德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1758,Longfellow Primary School,朗費羅小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1759,Lorraine Primary School,洛林小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1760,Louisville Primary School,路易斯維爾小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1761,Lovelace Primary School,洛夫萊斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2071,Loving Primary School,愛心小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1762,Lowell Primary School,洛威爾小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1763,Loyalty Primary School,忠誠小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1764,Lucas Primary School,盧卡斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1515,Lucky Elementary School,幸運小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1531,Lucky International School,幸運國際學校,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1765,Lynch Primary School,林奇小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
509,MCS Primary,瑪利曼小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
969,MCS Primary,瑪利曼書院小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
510,MEC Primary,媽閣小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1766,Madison Primary School,麥迪遜小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1767,Magdalene Primary School,抹大拉小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2072,Magnificent Primary School,壯麗小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1768,Magnolia Primary School,木蘭花小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
507,Maid Primary,瑪利亞小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1275,Malvern College Hong Kong,墨爾文國際學校,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1769,Malvern Primary School,馬爾文小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1770,Manchester Primary School,曼徹斯特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1771,Mandalay Primary School,曼德勒小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1772,Maple Primary School,楓樹小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1773,Marble Primary School,大理石小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1774,Marina Primary School,碼頭小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1775,Marion Primary School,馬里恩小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1776,Marlborough Primary School,馬爾borough小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1777,Marshfield Primary School,馬什菲爾德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1778,Martin Primary School,馬丁小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2073,Marvelous Primary School,了不起小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
508,Maryknoll Primary,瑪利諾小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1779,Maryland Primary School,馬里蘭小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2162,Marymount Primary School,瑪利曼小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1780,Mason Primary School,梅森小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1781,Massachusetts Primary School,馬薩諸塞小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1782,Mathilda Primary School,瑪蒂爾達小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1783,Mayfair Primary School,梅菲爾小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1784,Mayfield Primary School,梅菲爾德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1785,McDonald Primary School,麥當勞小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1786,McKinley Primary School,麥金萊小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1787,McLean Primary School,麥克萊恩小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1788,Meadow Primary School,草地小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1789,Melbourne Primary School,墨爾本小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1790,Mellon Primary School,梅隆小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1791,Memorial Primary School,紀念小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1792,Mercer Primary School,默瑟小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1793,Meridian Primary School,子午線小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2074,Merry Primary School,歡樂小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1794,Merton Primary School,梅頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
970,Methodist College Primary,循道中學附屬小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
162,Methodist Primary,循道小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1795,Middlesex Primary School,米德爾塞克斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1796,Midland Primary School,米德蘭小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1797,Midwest Primary School,中西部小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1798,Milford Primary School,米爾福德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1799,Miller Primary School,米勒小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1800,Milton Primary School,米爾頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1801,Minneapolis Primary School,明尼阿波利斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2075,Miraculous Primary School,奇蹟小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1802,Missouri Primary School,密蘇里小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1803,Mitchell Primary School,米切爾小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1308,Mong Kok Government Primary,旺角官立小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
512,Mong Kok Primary,旺角小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1804,Monroe Primary School,門羅小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1805,Montana Primary School,蒙大拿小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1806,Montgomery Primary School,蒙哥馬利小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1807,Moore Primary School,穆爾小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1808,Morehead Primary School,莫爾黑德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1809,Morgan Primary School,摩根小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1810,Morris Primary School,莫里斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1811,Moss Primary School,莫斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1812,Mount Vernon Primary School,弗農山小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1813,Mountain Primary School,山岳小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1814,Myrtle Primary School,桃金孃小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
513,NLSI Primary,新界喇沙小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
971,NLSI Primary,新界喇沙中學小學部,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
514,NTH Primary,南區小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
515,NTK Primary,新界小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
972,NTK Primary,新界書院小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1815,Nashville Primary School,納什維爾小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1816,National Primary School,國立小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1817,Nebraska Primary School,內布拉斯加小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
