ID,英文名,中文名,类型,官网,校训,地址,校长
1160,Lilac Kindergarten,紫藤幼稚園,幼儿园,缺失,缺失,缺失,缺失
1109,Drizzle Kindergarten,細雨幼稚園,幼儿园,缺失,缺失,缺失,缺失
1223,Silk Road Kindergarten,絲綢之路幼稚園,幼儿园,缺失,缺失,缺失,缺失
1130,Greenfield Kindergarten,綠野幼稚園,幼儿园,缺失,缺失,缺失,缺失
845,Victoria Kindergarten,維多利亞幼稚園,幼儿园,缺失,缺失,缺失,缺失
1086,Bloom Kindergarten,綻放幼稚園,幼儿园,缺失,缺失,缺失,缺失
1211,Prosperous Kindergarten,繁榮幼稚園,幼儿园,缺失,缺失,缺失,缺失
1082,Beautiful Kindergarten,美麗幼稚園,幼儿园,缺失,缺失,缺失,缺失
1253,Verdant Kindergarten,翠綠幼稚園,幼儿园,缺失,缺失,缺失,缺失
1243,Tiger Kindergarten,老虎幼稚園,幼儿园,缺失,缺失,缺失,缺失
839,Holy Trinity Kindergarten,聖三一幼稚園,幼儿园,缺失,缺失,缺失,缺失
204,St. Pauls Kindergarten,聖保羅幼稚園,幼儿园,https://www.kg204.edu.hk,愉快學習,"304 Repulse Bay Road, Hong Kong",缺失
238,St. Pauls Co-educational KG,聖保羅男女幼稚園,幼儿园,https://www.kg238.edu.hk,愉快學習,"338 Aberdeen Road, Hong Kong",缺失
248,SKH Kindergarten,聖公會幼稚園,幼儿园,https://www.kg248.edu.hk,愉快學習,"348 Aberdeen Road, Hong Kong",缺失
227,St. Kevins Kindergarten,聖凱文幼稚園,幼儿园,https://www.kg227.edu.hk,愉快學習,"327 Sai Ying Pun Road, Hong Kong",缺失
229,St. Leos Kindergarten,聖利奧幼稚園,幼儿园,https://www.kg229.edu.hk,愉快學習,"329 Repulse Bay Road, Hong Kong",缺失
212,St. Gabriels Kindergarten,聖加百列幼稚園,幼儿园,https://www.kg212.edu.hk,愉快學習,"312 Sai Ying Pun Road, Hong Kong",缺失
228,St. Lawrences Kindergarten,聖勞倫斯幼稚園,幼儿园,https://www.kg228.edu.hk,愉快學習,"328 Aberdeen Road, Hong Kong",缺失
841,Holy Cross Kindergarten,聖十字幼稚園,幼儿园,缺失,缺失,缺失,缺失
855,St. George Kindergarten,聖喬治幼稚園,幼儿园,缺失,缺失,缺失,缺失
216,St. Clares Kindergarten,聖嘉勒幼稚園,幼儿园,https://www.kg216.edu.hk,愉快學習,"316 Sheung Wan Road, Hong Kong",缺失
215,St. Catherines Kindergarten,聖嘉道理幼稚園,幼儿园,https://www.kg215.edu.hk,愉快學習,"315 Central Road, Hong Kong",缺失
852,St. Christopher Kindergarten,聖基道幼稚園,幼儿园,缺失,缺失,缺失,缺失
840,Holy Family Kindergarten,聖家幼稚園,幼儿园,缺失,缺失,缺失,缺失
236,St. Nicholass Kindergarten,聖尼古拉斯幼稚園,幼儿园,https://www.kg236.edu.hk,愉快學習,"336 Sheung Wan Road, Hong Kong",缺失
220,St. Hippolytus Kindergarten,聖希波律幼稚園,幼儿园,https://www.kg220.edu.hk,愉快學習,"320 Central Road, Hong Kong",缺失
237,St. Pats Kindergarten,聖帕特里克幼稚園,幼儿园,https://www.kg237.edu.hk,愉快學習,"337 Sai Ying Pun Road, Hong Kong",缺失
239,St. Peters Kindergarten,聖彼得幼稚園,幼儿园,https://www.kg239.edu.hk,愉快學習,"339 Repulse Bay Road, Hong Kong",缺失
213,St. Teresas Kindergarten,聖德肋撒幼稚園,幼儿园,https://www.kg213.edu.hk,愉快學習,"313 Aberdeen Road, Hong Kong",缺失
842,Sacred Heart Kindergarten,聖心幼稚園,幼儿园,缺失,缺失,缺失,缺失
853,St. Edward Kindergarten,聖愛德華幼稚園,幼儿园,缺失,缺失,缺失,缺失
217,St. Edmunds Kindergarten,聖愛德蒙幼稚園,幼儿园,https://www.kg217.edu.hk,愉快學習,"317 Sai Ying Pun Road, Hong Kong",缺失
243,St. Thomass Kindergarten,聖托馬斯幼稚園,幼儿园,https://www.kg243.edu.hk,愉快學習,"343 Aberdeen Road, Hong Kong",缺失
859,St. Raphael Kindergarten,聖拉斐爾幼稚園,幼儿园,缺失,缺失,缺失,缺失
244,St. Timothys Kindergarten,聖提摩太幼稚園,幼儿园,https://www.kg244.edu.hk,愉快學習,"344 Repulse Bay Road, Hong Kong",缺失
242,St. Stephens Kindergarten,聖斯蒂芬幼稚園,幼儿园,https://www.kg242.edu.hk,愉快學習,"342 Sai Ying Pun Road, Hong Kong",缺失
851,St. Benedict Kindergarten,聖本尼迪克幼稚園,幼儿园,缺失,缺失,缺失,缺失
219,St. Gregorios Kindergarten,聖格列高利幼稚園,幼儿园,https://www.kg219.edu.hk,愉快學習,"319 Repulse Bay Road, Hong Kong",缺失
208,Holy Innocents Kindergarten,聖母幼稚園,幼儿园,https://www.kg208.edu.hk,愉快學習,"308 Aberdeen Road, Hong Kong",缺失
538,Convent Kindergarten,聖母進教之佑幼稚園,幼儿园,https://www.kg538.edu.hk,愉快學習,"638 Aberdeen Road, Hong Kong",缺失
218,St. Francis Assisi Kindergarten,聖法蘭西斯亞西西幼稚園,幼儿园,https://www.kg218.edu.hk,愉快學習,"318 Aberdeen Road, Hong Kong",缺失
854,St. Francis Kindergarten,聖法蘭西斯幼稚園,幼儿园,缺失,缺失,缺失,缺失
856,St. Helen Kindergarten,聖海倫幼稚園,幼儿园,缺失,缺失,缺失,缺失
245,St. Ursulas Kindergarten,聖烏蘇拉幼稚園,幼儿园,https://www.kg245.edu.hk,愉快學習,"345 Central Road, Hong Kong",缺失
225,St. Judes Kindergarten,聖猶達幼稚園,幼儿园,https://www.kg225.edu.hk,愉快學習,"325 Central Road, Hong Kong",缺失
857,St. Margaret Kindergarten,聖瑪格麗特幼稚園,幼儿园,缺失,缺失,缺失,缺失
214,St. Marthas Kindergarten,聖瑪莎幼稚園,幼儿园,https://www.kg214.edu.hk,愉快學習,"314 Repulse Bay Road, Hong Kong",缺失
233,St. Marys Kindergarten,聖瑪麗幼稚園,幼儿园,https://www.kg233.edu.hk,愉快學習,"333 Aberdeen Road, Hong Kong",缺失
246,St. Vartans Kindergarten,聖瓦爾坦幼稚園,幼儿园,https://www.kg246.edu.hk,愉快學習,"346 Sheung Wan Road, Hong Kong",缺失
235,St. Michaels Kindergarten,聖米迦勒幼稚園,幼儿园,https://www.kg235.edu.hk,愉快學習,"335 Central Road, Hong Kong",缺失
202,St. Josephs Kindergarten,聖約瑟幼稚園,幼儿园,https://www.kg202.edu.hk,愉快學習,"302 Sai Ying Pun Road, Hong Kong",缺失
223,St. Johns Kindergarten,聖約翰幼稚園,幼儿园,https://www.kg223.edu.hk,愉快學習,"323 Aberdeen Road, Hong Kong",缺失
241,St. Roberts Kindergarten,聖羅伯特幼稚園,幼儿园,https://www.kg241.edu.hk,愉快學習,"341 Sheung Wan Road, Hong Kong",缺失
207,St. Francis Kindergarten,聖芳濟幼稚園,幼儿园,https://www.kg207.edu.hk,愉快學習,"307 Sai Ying Pun Road, Hong Kong",缺失
222,St. Joans Kindergarten,聖若望幼稚園,幼儿园,https://www.kg222.edu.hk,愉快學習,"322 Sai Ying Pun Road, Hong Kong",缺失
838,St. Joseph's Kindergarten,聖若瑟幼稚園,幼儿园,缺失,缺失,缺失,缺失
240,St. Philips Kindergarten,聖菲利普幼稚園,幼儿园,https://www.kg240.edu.hk,愉快學習,"340 Central Road, Hong Kong",缺失
226,St. Justins Kindergarten,聖賈斯汀幼稚園,幼儿园,https://www.kg226.edu.hk,愉快學習,"326 Sheung Wan Road, Hong Kong",缺失
230,St. Lukes Kindergarten,聖路加幼稚園,幼儿园,https://www.kg230.edu.hk,愉快學習,"330 Central Road, Hong Kong",缺失
211,St. Louis Kindergarten,聖路易幼稚園,幼儿园,https://www.kg211.edu.hk,愉快學習,"311 Sheung Wan Road, Hong Kong",缺失
221,St. Jamess Kindergarten,聖雅各伯幼稚園,幼儿园,https://www.kg221.edu.hk,愉快學習,"321 Sheung Wan Road, Hong Kong",缺失
858,St. Matthew Kindergarten,聖馬太原學,幼儿园,缺失,缺失,缺失,缺失
231,St. Marks Kindergarten,聖馬爾克幼稚園,幼儿园,https://www.kg231.edu.hk,愉快學習,"331 Sheung Wan Road, Hong Kong",缺失
232,St. Martins Kindergarten,聖馬田幼稚園,幼儿园,https://www.kg232.edu.hk,愉快學習,"332 Sai Ying Pun Road, Hong Kong",缺失
1226,Smart Kindergarten,聰明幼稚園,幼儿园,缺失,缺失,缺失,缺失
1123,Garden Kindergarten,花園幼稚園,幼儿园,缺失,缺失,缺失,缺失
1120,Flourish Kindergarten,茂盛幼稚園,幼儿园,缺失,缺失,缺失,缺失
1103,Dandelion Kindergarten,蒲公英幼稚園,幼儿园,缺失,缺失,缺失,缺失
1079,Apple Kindergarten,蘋果幼稚園,幼儿园,缺失,缺失,缺失,缺失
1197,Orchid Kindergarten,蘭花幼稚園,幼儿园,缺失,缺失,缺失,缺失
210,Wesley Kindergarten,衛理幼稚園,幼儿园,https://www.kg210.edu.hk,愉快學習,"310 Central Road, Hong Kong",缺失
1256,Vision Kindergarten,視野幼稚園,幼儿园,缺失,缺失,缺失,缺失
1129,Gracious Kindergarten,親切幼稚園,幼儿园,缺失,缺失,缺失,缺失
1157,Language Kindergarten,語言幼稚園,幼儿园,缺失,缺失,缺失,缺失
1134,Harvest Kindergarten,豐收幼稚園,幼儿园,缺失,缺失,缺失,缺失
1206,Plenty Kindergarten,豐盛幼稚園,幼儿园,缺失,缺失,缺失,缺失
1235,Super Kindergarten,超級幼稚園,幼儿园,缺失,缺失,缺失,缺失
530,Chiu Yang Kindergarten,趙斑幼稚園,幼儿园,https://www.kg530.edu.hk,愉快學習,"630 Central Road, Hong Kong",缺失
1238,Swift Kindergarten,迅速幼稚園,幼儿园,缺失,缺失,缺失,缺失
1205,Playground Kindergarten,遊樂場幼稚園,幼儿园,缺失,缺失,缺失,缺失
1127,Golden Kindergarten,金輝幼稚園,幼儿园,缺失,缺失,缺失,缺失
1105,Diamond Kindergarten,鑽石幼稚園,幼儿园,缺失,缺失,缺失,缺失
527,Cheung Chau Kindergarten,長洲幼稚園,幼儿园,https://www.kg527.edu.hk,愉快學習,"627 Sai Ying Pun Road, Hong Kong",缺失
1229,Sparkle Kindergarten,閃爍幼稚園,幼儿园,缺失,缺失,缺失,缺失
1222,Shining Kindergarten,閃耀幼稚園,幼儿园,缺失,缺失,缺失,缺失
1090,Care Kindergarten,關愛幼稚園,幼儿园,缺失,缺失,缺失,缺失
1144,Key Kindergarten,關鍵幼稚園,幼儿园,缺失,缺失,缺失,缺失
1233,Sunny Kindergarten,陽光幼稚園,幼儿园,缺失,缺失,缺失,缺失
1234,Sunshine Kindergarten,陽光普照幼稚園,幼儿园,缺失,缺失,缺失,缺失
1154,Ladder Kindergarten,階梯幼稚園,幼儿园,缺失,缺失,缺失,缺失
1213,Raindrop Kindergarten,雨滴幼稚園,幼儿园,缺失,缺失,缺失,缺失
1227,Snow Kindergarten,雪人幼稚園,幼儿园,缺失,缺失,缺失,缺失
1228,Snowdrop Kindergarten,雪滴幼稚園,幼儿园,缺失,缺失,缺失,缺失
1265,Youth Kindergarten,青年幼稚園,幼儿园,缺失,缺失,缺失,缺失
529,Ching Wui Kindergarten,青慧幼稚園,幼儿园,https://www.kg529.edu.hk,愉快學習,"629 Repulse Bay Road, Hong Kong",缺失
528,Ching Kwan Kindergarten,青松幼稚園,幼儿园,https://www.kg528.edu.hk,愉快學習,"628 Aberdeen Road, Hong Kong",缺失
1261,Windmill Kindergarten,風車幼稚園,幼儿园,缺失,缺失,缺失,缺失
1195,Noble Kindergarten,高貴幼稚園,幼儿园,缺失,缺失,缺失,缺失
1260,Whiskers Kindergarten,鬍鬚幼稚園,幼儿园,缺失,缺失,缺失,缺失
1248,Tulip Kindergarten,鬱金香幼稚園,幼儿园,缺失,缺失,缺失,缺失
1190,Magic Kindergarten,魔法幼稚園,幼儿园,缺失,缺失,缺失,缺失
1203,Phoenix Kindergarten,鳳凰幼稚園,幼儿园,缺失,缺失,缺失,缺失
1110,Eagle Kindergarten,鷹飛幼稚園,幼儿园,缺失,缺失,缺失,缺失
1908,Sierra Primary School, Sierra小學,小学,缺失,缺失,缺失,缺失
1416,Clement Primary, clement小學,小学,缺失,缺失,缺失,缺失
940,Edge Primary School,EDGE小學,小学,缺失,缺失,缺失,缺失
1872,Reading Primary School,Reading小學,小学,缺失,缺失,缺失,缺失
1326,Async Primary,一步小學,小学,缺失,缺失,缺失,缺失
1957,Trinity Primary School,三位一體小學,小学,缺失,缺失,缺失,缺失
157,Holy Trinity Primary,三元培基小學,小学,https://www.ps157.edu.hk,尊師、重道、勤學、力行,"257 Sai Ying Pun Road, Hong Kong",缺失
1591,Cloverdale Primary School,三葉草谷小學,小学,缺失,缺失,缺失,缺失
1455,Delta Primary,三角洲小學,小学,缺失,缺失,缺失,缺失
821,Church of God Primary,上帝教會小學,小学,缺失,缺失,缺失,缺失
2130,Undefeated Primary School,不敗小學,小学,缺失,缺失,缺失,缺失
1577,Central Primary School,中央小學,小学,缺失,缺失,缺失,缺失
769,中華傳道會呂明才小學 CNEC Lui Ming Choi Primary School,中華傳道會呂明才小學 CNEC Lui Ming Choi Primary School,小学,缺失,仁愛、喜樂、和平 ,缺失,缺失
434,CNEC Primary School,中華傳道會小學,小学,https://www.ps434.edu.hk,尊師、重道、勤學、力行,"534 Repulse Bay Road, Hong Kong",缺失
1393,CCC (Shan) Primary,中華基督教會上水小學,小学,缺失,缺失,缺失,缺失
928,CNEC (Tung) Primary,中華基督教會中華基督教會基東小學,小学,缺失,缺失,缺失,缺失
1378,CCC (Bishop) Primary,中華基督教會主恩小學,小学,缺失,缺失,缺失,缺失
1383,CCC (Kowloon) Primary,中華基督教會九龍小學,小学,缺失,缺失,缺失,缺失
892,CCC (Kowloon) Primary,中華基督教會九龍真光中學附屬小學,小学,缺失,缺失,缺失,缺失
898,CCC (Wan) Primary,中華基督教會仁華小學,小学,缺失,缺失,缺失,缺失
1439,CNEC (Yuen) Primary,中華基督教會元小學,小学,缺失,缺失,缺失,缺失
1403,CCC (Yuen) Primary,中華基督教會元朗小學,小学,缺失,缺失,缺失,缺失
1431,CNEC (Siu) Primary,中華基督教會兆小學,小学,缺失,缺失,缺失,缺失
1396,CCC (Siu) Primary,中華基督教會兆祥小學,小学,缺失,缺失,缺失,缺失
1385,CCC (Kwong) Primary,中華基督教會光小學,小学,缺失,缺失,缺失,缺失
922,CNEC (Kwong) Primary,中華基督教會光華小學,小学,缺失,缺失,缺失,缺失
1388,CCC (Lau) Primary,中華基督教會劉小學,小学,缺失,缺失,缺失,缺失
891,CCC (Heep) Primary,中華基督教會協和小學,小学,缺失,缺失,缺失,缺失
918,CNEC (Heep) Primary,中華基督教會合一堂中華基信小學,小学,缺失,缺失,缺失,缺失
1390,CCC (Lui) Primary,中華基督教會呂小學,小学,缺失,缺失,缺失,缺失
1429,CNEC (Shan) Primary,中華基督教會善小學,小学,缺失,缺失,缺失,缺失
929,CNEC (Yat) Primary,中華基督教會基一度小學,小学,缺失,缺失,缺失,缺失
890,CCC (Chun) Primary,中華基督教會基全小學,小学,缺失,缺失,缺失,缺失
1382,CCC (Kai) Primary,中華基督教會基小學,小学,缺失,缺失,缺失,缺失
924,CNEC (Ping) Primary,中華基督教會基屏小學,小学,缺失,缺失,缺失,缺失
921,CNEC (Kwai) Primary,中華基督教會基慧小學,小学,缺失,缺失,缺失,缺失
758,中華基督教會基法小學 CCC Kei Faat Primary School,中華基督教會基法小學 CCC Kei Faat Primary School,小学,缺失,仁義禮智信望愛 ,缺失,缺失
743,中華基督教會基法小學(油塘) CCC Kei Faat Primary School (Yau Tong),中華基督教會基法小學(油塘) CCC Kei Faat Primary School (Yau Tong),小学,缺失,仁義禮智信望愛 ,缺失,缺失
927,CNEC (Tai) Primary,中華基督教會基泰小學,小学,缺失,缺失,缺失,缺失
1379,CCC (Cheung) Primary,中華基督教會基灣小學,小学,缺失,缺失,缺失,缺失
658,中華基督教會基灣小學 CCC Kei Wan Primary School,中華基督教會基灣小學 CCC Kei Wan Primary School,小学,缺失,教養孩童，使他走當行的道，就是到老他也不偏離。 Train up a child in the way he should go,缺失,缺失
645,中華基督教會基灣小學(愛蝶灣) CCC Kei Wan Primary School (Aldrich Bay),中華基督教會基灣小學(愛蝶灣) CCC Kei Wan Primary School (Aldrich Bay),小学,缺失,明道律己 Be self-disciplined through learning and understanding the Christ Principles.,缺失,缺失
919,CNEC (Kowloon) Primary,中華基督教會基真小學,小学,缺失,缺失,缺失,缺失
1421,CNEC (Kei) Primary,中華基督教會基禾小學,小学,缺失,缺失,缺失,缺失
923,CNEC (Lui) Primary,中華基督教會基聯小學,小学,缺失,缺失,缺失,缺失
700,中華基督教會基華小學(九龍塘) CCC Kei Wa Primary School (Kowloon Tong),中華基督教會基華小學(九龍塘) CCC Kei Wa Primary School (Kowloon Tong),小学,缺失,學以明道 ,缺失,缺失
894,CCC (Lui) Primary,中華基督教會基順小學,小学,缺失,缺失,缺失,缺失
1434,CNEC (Tong) Primary,中華基督教會塘小學,小学,缺失,缺失,缺失,缺失
897,CCC (Taipo) Primary,中華基督教會大埔基道小學,小学,缺失,缺失,缺失,缺失
1397,CCC (Tai) Primary,中華基督教會大埔小學,小学,缺失,缺失,缺失,缺失
679,中華基督教會大澳小學 CCC Tai O Primary School,中華基督教會大澳小學 CCC Tai O Primary School,小学,缺失,"做個品行好、有能力、有自信和快樂的學生 To be a virtuous, capable, confident and pleasant pupil",缺失,缺失
1433,CNEC (Tin) Primary,中華基督教會天小學,小学,缺失,缺失,缺失,缺失
1398,CCC (Tin) Primary,中華基督教會天恩小學,小学,缺失,缺失,缺失,缺失
161,Chinese Primary School,中華基督教會小學,小学,https://www.ps161.edu.hk,尊師、重道、勤學、力行,"261 Sheung Wan Road, Hong Kong",缺失
1428,CNEC (San) Primary,中華基督教會山小學,小学,缺失,缺失,缺失,缺失
1419,CNEC (Hei) Primary,中華基督教會希雲小學,小学,缺失,缺失,缺失,缺失
1422,CNEC (Kwong) Primary,中華基督教會廣小學,小学,缺失,缺失,缺失,缺失
1399,CCC (Tsz) Primary,中華基督教會慈小學,小学,缺失,缺失,缺失,缺失
1436,CNEC (Tung) Primary,中華基督教會東小學,小学,缺失,缺失,缺失,缺失
1400,CCC (Tung) Primary,中華基督教會東涌小學,小学,缺失,缺失,缺失,缺失
1424,CNEC (Lam) Primary,中華基督教會林小學,小学,缺失,缺失,缺失,缺失
1387,CCC (Lam) Primary,中華基督教會林金小學,小学,缺失,缺失,缺失,缺失
920,CNEC (Kwei) Primary,中華基督教會桂華山小學,小学,缺失,缺失,缺失,缺失
1423,CNEC (Lai) Primary,中華基督教會梨小學,小学,缺失,缺失,缺失,缺失
1386,CCC (Lai) Primary,中華基督教會梨木樹小學,小学,缺失,缺失,缺失,缺失
1394,CCC (Shui) Primary,中華基督教會水深小學,小学,缺失,缺失,缺失,缺失
1430,CNEC (Sha) Primary,中華基督教會沙小學,小学,缺失,缺失,缺失,缺失
1392,CCC (Sha) Primary,中華基督教會沙田小學,小学,缺失,缺失,缺失,缺失
925,CNEC (Sha) Primary,中華基督教會沙田靈光小學,小学,缺失,缺失,缺失,缺失
1438,CNEC (Yau) Primary,中華基督教會油小學,小学,缺失,缺失,缺失,缺失
1402,CCC (Yau) Primary,中華基督教會油麻地小學,小学,缺失,缺失,缺失,缺失
1432,CNEC (Tai) Primary,中華基督教會泰小學,小学,缺失,缺失,缺失,缺失
926,CNEC (Shan) Primary,中華基督教會深恩小學,小学,缺失,缺失,缺失,缺失
896,CCC (Shan) Primary,中華基督教會深愛堂小學,小学,缺失,缺失,缺失,缺失
719,中華基督教會灣仔堂基道小學(九龍城) CCC Wanchai Church Kei To Primary School (Kowloon City),中華基督教會灣仔堂基道小學(九龍城) CCC Wanchai Church Kei To Primary School (Kowloon City),小学,缺失,"你們要完全，像你們的天父完全一樣。 Be perfect, therefore, as your heavenly Father is perfect.",缺失,缺失
1401,CCC (Wan) Primary,中華基督教會灣仔小學,小学,缺失,缺失,缺失,缺失
1437,CNEC (Wan) Primary,中華基督教會灣小學,小学,缺失,缺失,缺失,缺失
1395,CCC (Sik) Primary,中華基督教會石小學,小学,缺失,缺失,缺失,缺失
1418,CNEC (Fuk) Primary,中華基督教會福和小學,小学,缺失,缺失,缺失,缺失
1380,CCC (Fuk) Primary,中華基督教會福復小學,小学,缺失,缺失,缺失,缺失
893,CCC (Kwan) Primary,中華基督教會群華小學,小学,缺失,缺失,缺失,缺失
1381,CCC (Heung) Primary,中華基督教會興德小學,小学,缺失,缺失,缺失,缺失
1384,CCC (Kwai) Primary,中華基督教會葵涌小學,小学,缺失,缺失,缺失,缺失
1427,CNEC (Sai) Primary,中華基督教會西小學,小学,缺失,缺失,缺失,缺失
1435,CNEC (Tse) Primary,中華基督教會謝小學,小学,缺失,缺失,缺失,缺失
1426,CNEC (Ngan) Primary,中華基督教會銀小學,小学,缺失,缺失,缺失,缺失
1391,CCC (Ngan) Primary,中華基督教會銀禧小學,小学,缺失,缺失,缺失,缺失
895,CCC (Ming) Primary,中華基督教會銘賢小學,小学,缺失,缺失,缺失,缺失
1420,CNEC (Kam) Primary,中華基督教會錦小學,小学,缺失,缺失,缺失,缺失
685,中華基督教會長洲堂錦江小學 CCC Cheung Chau Church Kam Kong Primary School,中華基督教會長洲堂錦江小學 CCC Cheung Chau Church Kam Kong Primary School,小学,缺失,"敬愛勤慎 Respect, love, diligence and prudence",缺失,缺失
1389,CCC (Lei) Primary,中華基督教會雷小學,小学,缺失,缺失,缺失,缺失
1425,CNEC (Ling) Primary,中華基督教會靈小學,小学,缺失,缺失,缺失,缺失
1417,CNEC (Ching) Primary,中華基督教會青禾小學,小学,缺失,缺失,缺失,缺失
917,CNEC (Ching) Primary,中華基督教會青道小學,小学,缺失,缺失,缺失,缺失
432,Chung Mary Primary,中華民國小學,小学,https://www.ps432.edu.hk,尊師、重道、勤學、力行,"532 Sai Ying Pun Road, Hong Kong",缺失
860,Allied Primary School,中華英文小學,小学,缺失,缺失,缺失,缺失
433,CLP Primary School,中華電力小學,小学,https://www.ps433.edu.hk,尊師、重道、勤學、力行,"533 Aberdeen Road, Hong Kong",缺失
629,中西區聖安多尼學校 Central And Western District St. Anthony's School,中西區聖安多尼學校 Central And Western District St. Anthony's School,小学,缺失,篤信博愛 FIDE ET CARITATE (FAITH AND CHARITY),缺失,缺失
1797,Midwest Primary School,中西部小學,小学,缺失,缺失,缺失,缺失
1615,Denver Primary School,丹佛小學,小学,缺失,缺失,缺失,缺失
651,"丹拿山循道學校 Chinese Methodist School, Tanner Hill","丹拿山循道學校 Chinese Methodist School, Tanner Hill",小学,缺失,遵循主道 Complying with the word of God,缺失,缺失
1334,Bishop Primary,主敎小學,小学,缺失,缺失,缺失,缺失
1299,Kowloon City Government Primary,九龍城官立小學,小学,缺失,缺失,缺失,缺失
688,九龍塘天主教華德學校 Kowloon Tong Bishop Walsh Catholic School 新華德學校,九龍塘天主教華德學校 Kowloon Tong Bishop Walsh Catholic School 新華德學校,小学,缺失,"勤謹謙信 To become Diligent, Prudent, Humble and Responsible persons.",缺失,缺失
727,九龍塘學校(小學部) Kowloon Tong School (Primary Section) 九龍塘小學、九龍塘學校小學部,九龍塘學校(小學部) Kowloon Tong School (Primary Section) 九龍塘小學、九龍塘學校小學部,小学,缺失,"勤、慎、禮、儉 Diligence, Prudence, Courtesy, Thrift",缺失,缺失
722,九龍塘官立小學 Kowloon Tong Government Primary School,九龍塘官立小學 Kowloon Tong Government Primary School,小学,缺失,進德修業 Cultivating moral and intellectual attributes,缺失,缺失
705,"九龍塘宣道小學 Alliance Primary School, Kowloon Tong","九龍塘宣道小學 Alliance Primary School, Kowloon Tong",小学,缺失,敬畏耶和華，是智慧的開端，認識至聖者便是聰明 ,缺失,缺失
495,KTS Primary,九龍塘小學,小学,https://www.ps495.edu.hk,尊師、重道、勤學、力行,"595 Central Road, Hong Kong",缺失
966,KTS Primary,九龍塘書院小學,小学,缺失,缺失,缺失,缺失
794,Kowloon Preparatory School,九龍學校,小学,缺失,缺失,缺失,缺失
158,Kowloon Primary School,九龍小學,小学,https://www.ps158.edu.hk,尊師、重道、勤學、力行,"258 Aberdeen Road, Hong Kong",缺失
1294,Kowloon Technical School Primary,九龍工業學校附屬小學,小学,缺失,缺失,缺失,缺失
739,九龍灣聖若翰天主教小學 Kowloon Bay St. John The Baptist Catholic Primary School,九龍灣聖若翰天主教小學 Kowloon Bay St. John The Baptist Catholic Primary School,小学,缺失,剛毅求真 Be strong and seek the truth.,缺失,缺失
706,九龍真光中學(小學部) Kowloon True Light School (Primary Section) 九龍真光小學、九龍真光中學小學部、九真小學、九龍塘真光,九龍真光中學(小學部) Kowloon True Light School (Primary Section) 九龍真光小學、九龍真光中學小學部、九真小學、九龍塘真光,小学,缺失,爾乃世之光 Thou Art the Light of the World,缺失,缺失
711,"九龍靈光小學 Emmanuel Primary School, Kowloon","九龍靈光小學 Emmanuel Primary School, Kowloon",小学,缺失,敬神愛人 Respect God and Love Your Neighbour,缺失,缺失
2073,Marvelous Primary School,了不起小學,小学,缺失,缺失,缺失,缺失
488,Ida Primary School,亞利桑那小學,小学,https://www.ps488.edu.hk,尊師、重道、勤學、力行,"588 Aberdeen Road, Hong Kong",缺失
1686,Henry Primary School,亨利小學,小学,缺失,缺失,缺失,缺失
1700,Huntington Primary School,亨廷頓小學,小学,缺失,缺失,缺失,缺失
1684,Henderson Primary School,亨德森小學,小学,缺失,缺失,缺失,缺失
1685,Henrietta Primary School,亨麗埃塔小學,小学,缺失,缺失,缺失,缺失
2056,Humane Primary School,人道小學,小学,缺失,缺失,缺失,缺失
1612,Dayton Primary School,代頓小學,小学,缺失,缺失,缺失,缺失
2060,Impressive Primary School,令人印象深刻小學,小学,缺失,缺失,缺失,缺失
445,Elim Primary,以琳小學,小学,https://www.ps445.edu.hk,尊師、重道、勤學、力行,"545 Central Road, Hong Kong",缺失
1489,Enoch Primary,以諾小學,小学,缺失,缺失,缺失,缺失
446,Emmanuel Primary,以馬內利小學,小学,https://www.ps446.edu.hk,尊師、重道、勤學、力行,"546 Sheung Wan Road, Hong Kong",缺失
1491,Enterprise Primary,企業小學,小学,缺失,缺失,缺失,缺失
1498,Erasmus Primary,伊拉斯謨小學,小学,缺失,缺失,缺失,缺失
1624,Eastwood Primary School,伊斯特伍德小學,小学,缺失,缺失,缺失,缺失
939,Ede Primary School,伊甸小學,小学,缺失,缺失,缺失,缺失
1636,Eton Primary School,伊頓公學小學部,小学,缺失,缺失,缺失,缺失
1472,Eaton Primary,伊頓小學,小学,缺失,缺失,缺失,缺失
1481,Elizabeth Primary,伊麗莎白小學,小学,缺失,缺失,缺失,缺失
2006,Woodstock Primary School,伍德斯托克小學,小学,缺失,缺失,缺失,缺失
2007,Worcester Primary School,伍斯特小學,小学,缺失,缺失,缺失,缺失
1697,Houston Primary School,休斯頓小學,小学,缺失,缺失,缺失,缺失
1554,Berkeley Primary School,伯克利小學,小学,缺失,缺失,缺失,缺失
1471,Earl Primary,伯爵小學,小学,缺失,缺失,缺失,缺失
1564,Burlington Primary School,伯靈頓小學,小学,缺失,缺失,缺失,缺失
736,佐敦谷聖若瑟天主教小學 Jordan Valley St. Joseph's Catholic Primary School,佐敦谷聖若瑟天主教小學 Jordan Valley St. Joseph's Catholic Primary School,小学,缺失,"篤信力學，愛主愛人 Striving towards excellence through faith, diligence and love",缺失,缺失
867,Bishop Hall Primary School,何明華會督銀禧小學,小学,缺失,缺失,缺失,缺失
